"BIBTEXKEY","TITLE","final_decision","exclusion_reason","manual_decision"
"sun_intelligent_2019","Intelligent classification method for grid-monitoring alarm messages based on information theory","include","included_by_automation","unreviewed"
"noauthor_modelling_nodate","Modelling and systematic assessment of maritime container supply chain risks - {ProQuest}","include","included_by_automation","unreviewed"
"zheng_optimal_2019","Optimal decisions for a two-echelon supply chain with capacity and demand information","include","included_by_automation","unreviewed"
"jones_improving_nodate","Improving engineering information access and knowledge discovery through model-based information navigation","include","included_by_automation","unreviewed"
"park_examining_2019","Examining the role of anxiety and social influence in multi-benefits of mobile payment service","include","included_by_automation","unreviewed"
"lawson_future_2019","The future of information under the {CBD}, nagoya protocol, plant treaty, and {PIP} framework","include","included_by_automation","unreviewed"
"ruan_digital_2019","Digital asset valuation and cyber risk measurement: principles of cybernomics","include","included_by_automation","unreviewed"
"ali_predicting_2018","Predicting supply chain effectiveness through supply chain finance: evidence from small and medium enterprises","include","included_by_automation","unreviewed"
"blasch_multisource_2019","Multisource deep learning for situation awareness","include","included_by_automation","unreviewed"
"zhu_research_2019","Research on duplicate combined forecasting method based on supply chain coordination","include","included_by_automation","unreviewed"
"irving_essays_nodate","Essays on the economics of blood","include","included_by_automation","unreviewed"
"muhonda_multidimensional_2019","Multidimensional analysis of vulnerability: methodological advances and a case study from {Malawi}","include","included_by_automation","unreviewed"
"kala_kamdjoug_it_2018","{IT} capabilities, firm performance and the mediating role of {ISRM}: a case study from a developing country","include","included_by_automation","unreviewed"
"brownson_incentives_nodate","From incentives to impact: an evaluation of the socioecological impacts of payments for ecosystem services","include","included_by_automation","unreviewed"
"chernonog_pricing_2019","Pricing and advertising in a supply chain of perishable products under asymmetric information","include","included_by_automation","unreviewed"
"cheikh-el-chabab_real-time_2019","Real-time simulation's applications in the value chain and its effect on the business model canvas","include","included_by_automation","unreviewed"
"noauthor_estimating_nodate","Estimating security risk in open source package repositories: an empirical analysis and predictive model of software vulnerabilities - {ProQuest}","include","included_by_automation","unreviewed"
"eerme_capitalising_2018","Capitalising on knowledge from big-science centres for internationalisation","include","included_by_automation","unreviewed"
"petajisto_behavioural_2019","Behavioural economics on the financing of the renewable energy sector: the case of finnish parliament’s presentation {HE} 175 2017 to support renewable energy suppliers","include","included_by_automation","unreviewed"
"sevougian_doe_2019","{DOE} {SFWST} campaign {R}\&{D} roadmap update","include","included_by_automation","unreviewed"
"jordan_citizen_2019","Citizen science and civic ecology: merging paths to stewardship","include","included_by_automation","unreviewed"
"hengst-ehrhart_knowing_2019","Knowing is not enough: exploring the missing link between climate change knowledge and action of german forest owners and managers","include","included_by_automation","unreviewed"
"hou_does_2018","Does computer usage change farmers’ production and consumption? {Evidence} from {China}","include","included_by_automation","unreviewed"
"noauthor_development_nodate","Development of a web-based collaboration platform for human terrain data analysis - {ProQuest}","include","included_by_automation","unreviewed"
"mutwiri_effects_2019","Effects of supply chain integration on performance of public health supply chains: a kenyan perspective","include","included_by_automation","unreviewed"
"maroun_exploring_2019","Exploring the rationale for integrated report assurance","include","included_by_automation","unreviewed"
"nahmias_limitations_2019","The limitations of information: rethinking soft paternalistic interventions in copyright law","exclude","non_scientific","unreviewed"
"virelli_secret_2019","Secret policies","include","included_by_automation","unreviewed"
"sun_consumer_2019","Consumer evaluation of the quality of online health information: systematic literature review of relevant criteria and indicators","include","included_by_automation","unreviewed"
"li_is_2019","Is ignorance bliss? {Information} avoidance and private provision of public goods","include","included_by_automation","unreviewed"
"adamczyk_jakosc_2019","Jakość informacji niefinansowych w perspektywie jawności danych","exclude","doi_duplicate","unreviewed"
"fu_impact_2019","The impact of governmental policy on the relationship between {IT} systems inputs and business performance: a comparison of large corporations and {SMEs} in taiwan","include","included_by_automation","unreviewed"
"khan_economic_2019","Economic evaluation of cancer drugs: using clinical trial and real-world data","include","included_by_automation","unreviewed"
"schollaert_uz_developing_2019","Developing a community of practice for applied uses of future {PACE} data to address marine food security challenges","include","included_by_automation","unreviewed"
"ismail_assessing_2019","Assessing the adoption of accounting information system for decision making by small and medium enterprise","include","included_by_automation","unreviewed"
"gupta_interpretive_2019","Interpretive structural modelling of critical operational factors for mitigation of bullwhip effect in supply chain management","include","included_by_automation","unreviewed"
"bhattarai_using_2019","Using economic evaluation and preference elicitation methods to inform decisions about how best to reorganise services :a case study of the redesign of emergency medical services","include","included_by_automation","unreviewed"
"swain_using_2019","Using sentiment analysis to improve supply chain intelligence","include","included_by_automation","unreviewed"
"gehrke_efficient_2019","Efficient multiple query answering in switched probabilistic relational models","include","included_by_automation","unreviewed"
"milon_elusive_2019","The elusive quest for valuation of coastal and marine ecosystem services","include","included_by_automation","unreviewed"
"ghobakhloo_adoption_2019","Adoption of digital technologies of smart manufacturing in {SMEs}","include","included_by_automation","unreviewed"
"jiang_information_2019","Information sharing and bullwhip effect in smart destination network system","include","included_by_automation","unreviewed"
"getty_does_2019","Does the integration of enviromental impact assessment and mine closure planning deliver effective mine closure plans in western {Australia}?","include","included_by_automation","unreviewed"
"zraqat_sustainability_2019","Sustainability practices disclosure and value relevance: evidence from {Jordan}","include","included_by_automation","unreviewed"
"stauffer_considerations_2019","Considerations in harmful algal bloom research and monitoring: perspectives from a consensus-building workshop and technology testing","include","included_by_automation","unreviewed"
"noauthor_knowledge_nodate","Knowledge network for innovation of construction sector: increasing efficiency through process digitization of the entire chain","include","included_by_automation","unreviewed"
"drakaki_investigating_2019","Investigating the impact of inventory inaccuracy on the bullwhip effect in {RFID}-enabled supply chains using colored petri nets","include","included_by_automation","unreviewed"
"torres_reconceptualizing_2019","Reconceptualizing information quality as effective use in the context of business intelligence and analytics","include","included_by_automation","unreviewed"
"rashedi_how_2019","How influence the accounting information systems quality of internal control on financial reporting quality","include","included_by_automation","unreviewed"
"lei_assessing_2019","Assessing risk in different types of supply chains with a dynamic fault tree","include","included_by_automation","unreviewed"
"ylijoki_recipe_2018","A recipe for big data value creation","include","included_by_automation","unreviewed"
"niu_co-opetition_2019","Co-opetition effect of promised-delivery-time sensitive demand on air cargo carriers’ big data investment and demand signal sharing decisions","include","included_by_automation","unreviewed"
"klotz_cooperative_2019","Cooperative success under shared cognitive states and valuations","include","included_by_automation","unreviewed"
"ababneh_impact_2019","The impact of sustainable financial data governance, political connections, and creative accounting practices on organizational outcomes","include","included_by_automation","unreviewed"
"sielker_future_2019","Future cities in the making: overcoming barriers to information modelling in socially responsible cities","include","included_by_automation","unreviewed"
"gangrade_assessing_2019","Assessing hydrologic vulnerability and resilience of critical energy-water infrastructures in a changing environment","include","included_by_automation","unreviewed"
"d_business_2019","Business value assessment for global service provider industry: opportunities and solution","include","included_by_automation","unreviewed"
"pakrashi_wg5_2019","{WG5} technical report – establishment of a quality control plan, on the scope of {COST} action {TU} 1406","include","included_by_automation","unreviewed"
"shropshire_board_2019","Board interlocks and diversification strategies","include","included_by_automation","unreviewed"
"judd_representing_2019","Representing and reasoning over military context information in complex multi domain battlespaces using artificial intelligence and machine learning","include","included_by_automation","unreviewed"
"jongejan_probabilistic_2019","Probabilistic assessments of flood defence performance subject to induced seismicity","include","included_by_automation","unreviewed"
"alraeeini_analysing_2019","Analysing drivers and barriers of accommodation sharing in {Dubai} using the grey-{DEMATEL} approach","include","included_by_automation","unreviewed"
"park_adaptive_2019","Adaptive management: a key tool for natural resource management","include","included_by_automation","unreviewed"
"noauthor_effective_nodate","Effective experiences collection and state aggregation in reinforcement learning {\textbar} {IEEE} journals \& magazine {\textbar} {IEEE} xplore","include","included_by_automation","unreviewed"
"engvall_situating_2019","Situating trust challenges of online trade","include","included_by_automation","unreviewed"
"bernacer_neural_2019","Neural correlates of effort-based behavioral inconsistency","include","included_by_automation","unreviewed"
"van_doorn_improving_nodate","Improving retail order forecasts by predicting competitive promotions","include","included_by_automation","unreviewed"
"souissi_multi-level_2019","A multi-level study of information trust models in {WSN}-assisted {IoT}","include","included_by_automation","unreviewed"
"manning_corporate_2019","Corporate responsibility in a transitioning food environment: truth-seeking and truth-telling","include","included_by_automation","unreviewed"
"zigman_suchsland_patient-centered_2019","Patient-centered outcomes related to imaging testing in {US} primary care","include","included_by_automation","unreviewed"
"ozgur-unluakin_performance_2017","Performance analysis of an aggregation and disaggregation solution procedure to obtain a maintenance plan for a partially observable multi-component system","include","included_by_automation","unreviewed"
"rodriguez-pallares_decision-making_2017","Decision-making and transparency of information and knowledge. {The} case study of listed media companies in {Spain}","include","included_by_automation","unreviewed"
"antoni_critical_2017","Critical factors of transparency and trust for evaluating e-government services for the poor","exclude","title_duplicate","unreviewed"
"pittore_perspectives_2017","Perspectives on global dynamic exposure modelling for geo-risk assessment","include","included_by_automation","unreviewed"
"wamba_big_2017","Big data analytics and firm performance: effects of dynamic capabilities","include","included_by_automation","unreviewed"
"jones_integration_2017","Integration of {iDSI}’s reference case principles for economic evaluation and {DFID}’s approach to value for money analysis. {Opportunities} and challenges","include","included_by_automation","unreviewed"
"poornikoo_fuzzy_2017","Fuzzy logic decision making in supply chain systems; an approach to mitigate the bullwhip effect","include","included_by_automation","unreviewed"
"atasu_effective_2017","Effective medical surplus recovery","include","included_by_automation","unreviewed"
"bal_effective_2017","Effective monitoring for biodiversity conservation","include","included_by_automation","unreviewed"
"allison_review_2017","A review of options for mitigating take of golden eagles at wind energy facilities","include","included_by_automation","unreviewed"
"miquel-cases_very_2017","(very) early technology assessment and translation of predictive biomarkers in breast cancer","include","included_by_automation","unreviewed"
"tulloch_trade-offs_2017","Trade-offs between data resolution, accuracy, and cost when choosing information to plan reserves for coral reef ecosystems","include","included_by_automation","unreviewed"
"zarandi_fuzzy_2017","Fuzzy knowledge-based token-ordering policies for bullwhip effect management in supply chains","include","included_by_automation","unreviewed"
"jahn_personalized_2017","Personalized treatment of women with early breast cancer: a risk-group specific cost-effectiveness analysis of adjuvant chemotherapy accounting for companion prognostic tests {OncotypeDX} and adjuvant!online","include","included_by_automation","unreviewed"
"morseletto_analysing_2017","Analysing the influence of visualisations in global environmental governance","include","included_by_automation","unreviewed"
"samdantsoodol_predicting_2017","Predicting the relationships between virtual enterprises and agility in supply chains","include","included_by_automation","unreviewed"
"buchanan_corporate_2017","Corporate governance and the shareholder: asymmetry, confidence, and decision-making","include","included_by_automation","unreviewed"
"lam_partnership_nodate","Partnership institutions and investigators","include","included_by_automation","unreviewed"
"burns_attitudes_2017","Attitudes, knowledge and consequences of uncertain genetic findings in hypertrophic cardiomyopathy","include","included_by_automation","unreviewed"
"meira_rmfinder_2017","{RMFinder} 2.0: an improved interactive multi-criteria scenario reduction methodology","include","included_by_automation","unreviewed"
"mangiaracina_comprehensive_2017","A comprehensive view of intelligent transport systems for urban smart mobility","include","included_by_automation","unreviewed"
"ramos_new_2017","A new statistical method to determine the degree of validity of health economic model outcomes against empirical data","include","included_by_automation","unreviewed"
"baur_disempowering_2017","Disempowering institutional behaviour by exploring the risks associated with investing into the fine art market","include","included_by_automation","unreviewed"
"ren_comparative_2017","A comparative study on fashion demand forecasting models with multiple sources of uncertainty","include","included_by_automation","unreviewed"
"malings_optimal_2017","Optimal sensor placement for infrastructure system monitoring using probabilistic graphical models and value of information","include","included_by_automation","unreviewed"
"almutairi_statistical_2017","Statistical models for characterizing and reducing uncertainty in seasonal rainfall pattern forecasts to inform decision making","include","included_by_automation","unreviewed"
"cook_simplifying_2017","Simplifying the selection of evidence synthesis methods to inform environmental decisions: a guide for decision makers and scientists","include","included_by_automation","unreviewed"
"viet_value_2017","Value of information in supply chain decisions","include","included_by_automation","unreviewed"
"wade_cost-effectiveness_2017","Cost-effectiveness, expected value of perfect information and expected value of partial perfect information results","include","included_by_automation","unreviewed"
"frick_fatalities_2017","Fatalities at wind turbines may threaten population viability of a migratory bat","include","included_by_automation","unreviewed"
"kong_state---art_2017","The state-of-the-art on framework of vibration-based structural damage identification for decision making","include","included_by_automation","unreviewed"
"kalet_developing_2017","Developing bayesian networks from a dependency‐layered ontology: a proof‐of‐concept in radiation oncology","include","included_by_automation","unreviewed"
"sari_modeling_2018","Modeling of a fuzzy expert system for choosing an appropriate supply chain collaboration strategy","include","included_by_automation","unreviewed"
"rajagopal_decision-making_2017","Decision-making models for supply chain risk mitigation: a review","include","included_by_automation","unreviewed"
"sledge_using_2017","Using the value of information to explore stochastic, discrete multi-armed bandits","include","included_by_automation","unreviewed"
"wang_social_2017","On social value of risk information in risk communication","include","included_by_automation","unreviewed"
"vugrin_recommended_2017","Recommended research directions for improving the validation of complex systems models","include","included_by_automation","unreviewed"
"wade_development_2017","Development of new cost-effectiveness model","include","included_by_automation","unreviewed"
"pajarinen_robotic_2017","Robotic manipulation of multiple objects as a {POMDP}","include","included_by_automation","unreviewed"
"koneff_evaluation_2017","Evaluation of harvest and information needs for north american sea ducks","include","included_by_automation","unreviewed"
"williams_frequencies_2017","Frequencies of decision making and monitoring in adaptive resource management","include","included_by_automation","unreviewed"
"bernknopf_agricultural_2017","Agricultural case studies for measuring the value of information of {Earth} observation and other geospatial information for decisions","include","included_by_automation","unreviewed"
"bowe_impact_2017","The impact of trial design on network meta-analysis and decision-making: a working example in ulcerative colitis","include","included_by_automation","unreviewed"
"michaelis_requirements_2017","Requirements for value of information ({VoI}) calculation over mission specifications","include","included_by_automation","unreviewed"
"kearns_cost-effectiveness_2017-1","Cost-effectiveness of superficial femoral artery endovascular interventions in the {UK} and {Germany}: a modelling study","include","included_by_automation","unreviewed"
"chick_bayesian_2017","A bayesian decision theoretic model of sequential experimentation with delayed response","include","included_by_automation","unreviewed"
"baio_bayesian_2017","Bayesian cost-effectiveness analysis with the {R} package {BCEA}","include","included_by_automation","unreviewed"
"spiegelhalter_risk_2017","Risk and uncertainty communication","include","included_by_automation","unreviewed"
"mueller_assessing_2017","Assessing preferences in discrete choice experiments ({DCES}): effects of the applied design on the study results","include","included_by_automation","unreviewed"
"durante_vine_2017","The vine philosopher: an interview with roger cooke","include","included_by_automation","unreviewed"
"arasteh_considering_2017","Considering the investment decisions with real options games approach","include","included_by_automation","unreviewed"
"grimm_hta_2017","The {HTA} risk analysis chart: visualising the need for and potential value of managed entry agreements in health technology assessment","include","included_by_automation","unreviewed"
"etingoff_structured_2017","A structured decision approach for integrating and analyzing community perspectives in {Re}-use planning of vacant properties in cleveland, ohio","exclude","title_duplicate","unreviewed"
"epanchin-niell_economics_2017","Economics of invasive species policy and management","include","included_by_automation","unreviewed"
"hwang_effect_2017","The effect of learning on climate policy under fat-tailed risk","include","included_by_automation","unreviewed"
"baxter_iec_2017","{IEc}","include","included_by_automation","unreviewed"
"bradbury_quantifying_2017","Quantifying the value of perfect information in emergency vaccination campaigns","include","included_by_automation","unreviewed"
"weyant_contributions_2017","Some contributions of integrated assessment models of global climate change","include","included_by_automation","unreviewed"
"fleurence_toward_2013","Toward a science of research prioritization? {The} use of value of information by multidisciplinary stakeholder groups","include","included_by_automation","unreviewed"
"golman_information_2017","Information avoidance","include","included_by_automation","unreviewed"
"rafferty_economic_2017","Economic evaluations of vaccines in {Canada}: a scoping review","include","included_by_automation","unreviewed"
"gonen_willingness_2017","The willingness to pay for in vitro fertilization-related information and its attributes: a cross-sectional study in {Israel}","include","included_by_automation","unreviewed"
"garcia_economic_2017","An economic evaluation of multi-parasite control strategies in the {Philippines}","include","included_by_automation","unreviewed"
"dang-pham_why_2017","Why employees share information security advice? {Exploring} the contributing factors and structural patterns of security advice sharing in the workplace","include","included_by_automation","unreviewed"
"clarke_multi-arm_2017","Multi-arm cost-effectiveness analysis ({CEA}) comparing different durations of adjuvant trastuzumab in early breast cancer, from the english {NHS} payer perspective","include","included_by_automation","unreviewed"
"noauthor_development_nodate-1","Development of a supplier segmentation method for increased resilience and robustness: a study using agent based modeling and simulation - {ProQuest}","include","included_by_automation","unreviewed"
"qorbani_effect_nodate","The effect of incentives on decision makers’ performance in a dynamic environment: applying prospect theory on the beer game","include","included_by_automation","unreviewed"
"medicine_real-world_2017","Real-world evidence generation and evaluation of therapeutics: proceedings of a workshop","include","included_by_automation","unreviewed"
"moore_visualisation_2017","Visualisation of data to optimise strategic decision making","include","included_by_automation","unreviewed"
"schulte_preselection_2017","Preselection and expert advice","include","included_by_automation","unreviewed"
"noauthor_who_nodate","""who is deciding on depression?""- patients and psychiatrists perspective on decision-making - {ProQuest}","include","included_by_automation","unreviewed"
"westphal_future_2017","Future directions in risk science","include","included_by_automation","unreviewed"
"noauthor_hierarchical_nodate","A hierarchical multivariate bayesian approach to ensemble model output statistics in atmospheric prediction","include","included_by_automation","unreviewed"
"miao_utilizing_2017","Utilizing human processing for fuzzy-based military situation awareness based on social media","include","included_by_automation","unreviewed"
"pillay_breast_nodate","Breast cancer screening: part {B}. {Systematic} review on women’s values and preferences to inform an update of the canadian task force on preventive health care 2011 guideline","include","included_by_automation","unreviewed"
"garicano_relational_2017","Relational knowledge transfers","include","included_by_automation","unreviewed"
"piech_comparative_2017","Comparative effectiveness research: a pharmaceutical industry perspective on outlook, dilemmas, and controversies","include","included_by_automation","unreviewed"
"stiglitz_revolution_2017","The revolution of information economics: the past and the future","include","included_by_automation","unreviewed"
"hambira_botswana_2017","Botswana tourism operators’ and policy makers’ perceptions and responses to the tourism-climate change nexus: vulnerabilities and adaptations to climate change in maun and tshabong areas","exclude","title_duplicate","unreviewed"
"yan_utilizing_2017","Utilizing fuzzy set theory to assure the quality of volunteered geographic information","include","included_by_automation","unreviewed"
"carvallo_bodelon_exploring_2017","Exploring the relationship between planning and procurement in western {U}.{S}. electric utilities","exclude","doi_duplicate","unreviewed"
"eruguz_survey_2017","A survey of maintenance and service logistics management: classification and research agenda from a maritime sector perspective","include","included_by_automation","unreviewed"
"thijssen_ceo_2017","{CEO} characteristics and capital structure of firms : a study of {CEO}'s decision-making power","include","included_by_automation","unreviewed"
"mononen_socio-economic_2017","Socio-economic impacts of a public agency – enhancing decision support for performance management","include","included_by_automation","unreviewed"
"sodhi_social_2017","Social responsibility in supply chains","include","included_by_automation","unreviewed"
"rajesh_analyzing_2017","Analyzing drivers of risks in electronic supply chains: a grey–{DEMATEL} approach","include","included_by_automation","unreviewed"
"kale_enterprise_2017","Enterprise performance intelligence and decision patterns","include","included_by_automation","unreviewed"
"abumandil_factors_2017","Factors affecting decision-making effectiveness in palestinian banks","include","included_by_automation","unreviewed"
"hettinger_cognitive_2017","Cognitive engineering and health informatics: applications and intersections","include","included_by_automation","unreviewed"
"harsh_management_nodate","Management information systems","exclude","title_duplicate","unreviewed"
"al-shaikh_role_nodate","The role of marketing information system in decision making: a conceptual framework","include","included_by_automation","unreviewed"
"an_identifying_2017","Identifying structural models of committee decisions with heterogeneous tastes and ideological bias","exclude","title_duplicate","unreviewed"
"noauthor_economic_nodate","An economic approach to non-animal toxicity testing for skin sensitisation - {ProQuest}","include","included_by_automation","unreviewed"
"menner_analysis_2017","Analysis of drug utilisation data sources to enable nationwide value-based pricing of medicines across healthcare systems in {Europe}","include","included_by_automation","unreviewed"
"pradhan_staging_2017","Staging user feedback toward rapid conflict resolution in data fusion","include","included_by_automation","unreviewed"
"lee_optimal_2017","Optimal online learning in bidding for sponsored search auctions","include","included_by_automation","unreviewed"
"noauthor_linking_nodate","Linking effective project management to business strategy in oil and gas industry through decision-making processes - {ProQuest}","include","included_by_automation","unreviewed"
"salzman_behavioral_2017","Behavioral real estate","include","included_by_automation","unreviewed"
"baal_phuman_2017","{\textless}p{\textgreater}{Human} resource constraints and the methods of economic evaluation of health care technologies{\textless}/p{\textgreater}","include","included_by_automation","unreviewed"
"mehralian_developing_2017","Developing a coordination framework for pharmaceutical supply chain: using analytical hierarchy process","include","included_by_automation","unreviewed"
"pappalardo_managing_2018","Managing the migration crisis: how statistics can help","include","included_by_automation","unreviewed"
"revill_pcost-effectiveness_2017","{\textless}p{\textgreater}{Cost}-effectiveness thresholds: guiding health care spending for population health improvement{\textless}/p{\textgreater}","include","included_by_automation","unreviewed"
"miraglia_report_nodate","Report {R382} design of the {GDSI} open-platform and {GDSI} factsheets","include","included_by_automation","unreviewed"
"wilson_developing_2017","Developing the user experience for a next generation nuclear fuel cycle simulator ({NGFCS})","include","included_by_automation","unreviewed"
"rudolph_benchmarking_2017","Benchmarking exploration predictions and performance using 20+ yr of drilling results: one company’s experience","include","included_by_automation","unreviewed"
"dmitriev_object-oriented_2017","The object-oriented model of the electrical equipment failures risks assessment","include","included_by_automation","unreviewed"
"keum_entropy_2017","Entropy applications to water monitoring network design: a review","include","included_by_automation","unreviewed"
"sanchez_linking_2017","Linking decision-control and decision-management uses of performance measurement systems","include","included_by_automation","unreviewed"
"hoang_charging_2017","Charging and discharging of plug-{In} electric vehicles ({PEVs}) in vehicle-to-grid ({V2G}) systems: a cyber insurance-based model","include","included_by_automation","unreviewed"
"noauthor_charging_nodate","Charging and discharging of plug-{In} electric vehicles ({PEVs}) in vehicle-to-grid ({V2G}) systems: a cyber insurance-based model {\textbar} {IEEE} journals \& magazine {\textbar} {IEEE} xplore","include","included_by_automation","unreviewed"
"hatswell_economic_2017","Economic evaluations of pharmaceuticals granted a marketing authorisation without the results of randomised trials: a systematic review and taxonomy","include","included_by_automation","unreviewed"
"asante-duah_principles_2017","Principles and concepts in risk assessment","exclude","title_duplicate","unreviewed"
"noauthor_freight_nodate","Freight transport and logistics assessment: a model proposed to design performance indicators and strategies to improve freight transport systems at global and urban scale","include","included_by_automation","unreviewed"
"berger-vachon_complex_2018","Complex systems: solutions and challenges in economics, management and engineering: dedicated to professor jaime gil aluja","exclude","title_duplicate","unreviewed"
"brandes_value_2017","The value and motivating mechanism of transparency in organizations","include","included_by_automation","unreviewed"
"holmes_choice_2017","Choice experiments","include","included_by_automation","unreviewed"
"mosier_autonomous_2017","Autonomous, context-sensitive, task management systems and decision support tools {I}: human-autonomy teaming fundamentals and state of the art","include","included_by_automation","unreviewed"
"leader_ha6_nodate","{HA6}. {Priority} setting methods in health information","include","included_by_automation","unreviewed"
"appelbaum_big_2017","Big data and analytics in the modern audit engagement: research needs","include","included_by_automation","unreviewed"
"lu_safe_2017","Safe exploration for identifying linear systems via robust optimization","include","included_by_automation","unreviewed"
"ryan_publics_2017","Public’s views toward return of secondary results in genomic sequencing: it’s (almost) all about the choice","include","included_by_automation","unreviewed"
"maeda_gis-aided_2017","A {GIS}-aided two-phase grey fuzzy optimization model for nonpoint source pollution control in a small watershed","include","included_by_automation","unreviewed"
"wang_integrated_2017","Integrated supplier selection framework in a resilient construction supply chain: an approach via analytic hierarchy process ({AHP}) and grey relational analysis ({GRA})","include","included_by_automation","unreviewed"
"lapira_revolving_2017","Revolving door lobbying: public service, private influence, and the unequal representation of interests","include","included_by_automation","unreviewed"
"marsden_exploring_2017","Exploring the assessment and appraisal of regenerative medicines and cell therapy products: is the {NICE} approach fit for purpose","include","included_by_automation","unreviewed"
"bond_resilience_2017","Resilience dividend valuation model","include","included_by_automation","unreviewed"
"pham_decision_2017","A decision making method for selection of security controls based on cost-effectiveness analysis and modeling","include","included_by_automation","unreviewed"
"yousefi_using_2017","Using supply chain visibility and cost for supplier selection: a mathematical model","include","included_by_automation","unreviewed"
"capello_standardizing_2017","Standardizing reservoir management best practices in {KOC}","include","included_by_automation","unreviewed"
"lauwers_accounting_2017-1","Accounting for urban trees","include","included_by_automation","unreviewed"
"coutts_decision_2017","Decision making {In} crisis: a bayesian influence diagram methodology for modelling critical and time-constrained political-strategic decision making","include","included_by_automation","unreviewed"
"stevenson_increasing_2017","Increasing evidence informed decision making practices among senior non-clinical {NHS} managers","include","included_by_automation","unreviewed"
"arstad_managing_2017","Managing major accident risk: concerns about complacency and complexity in practice","include","included_by_automation","unreviewed"
"wang_fault_2017","A fault feature characterization based method for remanufacturing process planning optimization","include","included_by_automation","unreviewed"
"subramanian_development_2017","Development and testing of a framework for sustainable nanotechnology","include","included_by_automation","unreviewed"
"bentely_making_2017","Making fair and sustainable decisions about funding for cancer drugs in {Canada}","include","included_by_automation","unreviewed"
"smart_review_2017","A review of socioeconomic evaluation methods and techniques","include","included_by_automation","unreviewed"
"schilling_cost_2017","The cost differential between warfarin versus aspirin treatment after a fontan procedure","include","included_by_automation","unreviewed"
"de_castro_peixoto_using_2017","Using information systems to strategic decision: an analysis of the values added under executive's perspective","include","included_by_automation","unreviewed"
"raseta_integrated_2017","Integrated testing strategies can be optimal for chemical risk classification","include","included_by_automation","unreviewed"
"frodeman_oxford_2017","The oxford handbook of interdisciplinarity","include","included_by_automation","unreviewed"
"botha_broader_2017","A broader economic evaluative space for public health interventions: an integrated approach","include","included_by_automation","unreviewed"
"pramudyo_one_2017","One vendor-one retailer in vendor managed inventory problem with stochastic demand","include","included_by_automation","unreviewed"
"wang_risks_nodate","risks and mitigation strategies: a comprehensive framework. {Production} planning and control, 28 (13), 1023-1036","exclude","doi_duplicate","unreviewed"
"rotchanakitumnuai_barriers_2017","Barriers to {Bangkok} as a smart destination with internet of things technology","include","included_by_automation","unreviewed"
"vassall_reference_2017","Reference case for estimating the costs of global health services and interventions","include","included_by_automation","unreviewed"
"aringhieri_emergency_2017","Emergency medical services and beyond: addressing new challenges through a wide literature review","include","included_by_automation","unreviewed"
"de_lima_effectiveness_2017","Effectiveness and uncertainties of payments for watershed services","include","included_by_automation","unreviewed"
"naicker_linkage_2017","The linkage of information quality to an executive decision support framework for the financial service sector of a developing economy","include","included_by_automation","unreviewed"
"poppy_dairy_2017","Dairy management decisions utilizing available evidence and information","include","included_by_automation","unreviewed"
"correia_risk_2017","Risk management in the context of information security: a model-driven approach","include","included_by_automation","unreviewed"
"locke_implementing_2017","Implementing toxicity testing in the 21st century: challenges and opportunities","include","included_by_automation","unreviewed"
"oecd_revolutionising_2017","Revolutionising product design and performance with materials innovation","include","included_by_automation","unreviewed"
"graca_performance_2017","Performance indicators for collaborative business ecosystems — literature review and trends","include","included_by_automation","unreviewed"
"brockbank_economic_2017","Economic evaluations of new oral anticoagulants for the prevention of venous thromboembolism after total hip or knee replacement: a systematic review","include","included_by_automation","unreviewed"
"lee_conceptualizing_2017","Conceptualizing transparency: propositions for the integration of situational factors and stakeholders’ perspectives","include","included_by_automation","unreviewed"
"fotouhi_quantifying_2017","Quantifying the resilience of an urban traffic-electric power coupled system","include","included_by_automation","unreviewed"
"hasler_digital_2017","Digital tools and citizen participation: towards sustainable and responsive urban planning","include","included_by_automation","unreviewed"
"gadala_automation_2017","Automation bias: exploring causal mechanisms and potential mitigation strategies","include","included_by_automation","unreviewed"
"wong_canadian_2017","Canadian cardiovascular society/canadian pediatric cardiology association position statement on pulse oximetry screening in newborns to enhance detection of critical congenital heart disease","include","included_by_automation","unreviewed"
"biddle_improving_2017","Improving the effectiveness of collaborative governance regimes: lessons from watershed partnerships","include","included_by_automation","unreviewed"
"tsertsvadze_when_2017","When and how to update systematic reviews","exclude","title_duplicate","unreviewed"
"world_health_organization_chemical_2017","Chemical mixtures in source water and drinking-water","include","included_by_automation","unreviewed"
"namini_active_2017","Active {BIM} with artifical intelligence for energy optimisation in buildings","include","included_by_automation","unreviewed"
"huo_barriers_2017","Barriers to third-party logistics integration: empirical evidence from {China}","include","manually_included","include"
"qazi_assessing_2017","Assessing consumers' satisfaction and expectations through online opinions: expectation and disconfirmation approach","include","included_by_automation","unreviewed"
"ali_supply_2017","Supply chain forecasting when information is not shared","include","included_by_automation","unreviewed"
"patel_value_2017","The value of weekly short message service interventions targeting medication adherence : a multi-national economic evaluation in {HIV} and tuberculosis infection","include","included_by_automation","unreviewed"
"wood_think_2017","Think exogenous to excel: alternative supply chain data to improve transparency and decisions","include","included_by_automation","unreviewed"
"ibenne_integrated_2017","An integrated model highlighting information literacy and knowledge formation in information behaviour","include","included_by_automation","unreviewed"
"noauthor_logistics_nodate","Logistics horizontal collaboration: an agent-based simulation approach to model collaboration dynamics - {ProQuest}","include","included_by_automation","unreviewed"
